Tanggal,Tn,Tx,Tavg,RH_avg,ss,ff_x,ddd_x,ff_avg,ddd_car,bulan,RR
28-04-2013,25.4,32,28.2,80,5.8,7,150,0,4,4,9.8125
29-04-2013,26.2,31.9,28.6,80,7,7,130,3,4,4,0
30-04-2013,26.6,31.8,29.2,78,8,6,140,4,3,4,1.5
03-06-2013,25.2,31,27.3,86,0.5,4,280,1,7,6,0
04-06-2013,25.4,32.3,27.8,82,7.2,6,230,2,7,6,0
05-06-2013,24.8,31.9,28.3,82,4.5,5,200,2,8,6,0.2
06-06-2013,25.4,29,25.9,92,0,6,230,2,7,6,7.4
07-06-2013,24.5,29.5,26.2,90,0,4,90,1,1,6,19.2
08-06-2013,24.6,30.4,26.8,88,0,4,150,1,7,6,23.3
09-06-2013,24.1,29.7,26.3,88,4,5,300,1,8,6,28.8
10-06-2013,24.1,31.1,27.2,84,4.4,4,170,1,7,6,0
11-06-2013,24.4,28.2,26.1,92,0,3,230,0,8,6,12.2
12-06-2013,24.8,30.6,26.2,89,1.8,3,210,1,7,6,9.7
13-06-2013,24,30.7,26.4,89,1.8,3,80,1,7,6,12.4
14-06-2013,24.1,30.9,26.4,88,0.1,4,280,0,7,6,1.9
15-06-2013,24.2,30.8,27.8,86,4,4,130,2,3,6,0.4
16-06-2013,24.1,30.4,27.1,88,6.4,6,130,3,4,6,94.8
17-06-2013,24.2,30.2,26.8,87,3,5,320,1,4,6,1
18-06-2013,24,31,27.2,84,8,5,120,2,1,6,0.4
19-06-2013,24.6,33.6,28.7,79,6.5,5,360,1,1,6,0
20-06-2013,24.7,33.8,28,82,6.6,5,90,1,1,6,21.6
21-06-2013,24.1,30.6,26.9,86,1.7,4,140,1,4,6,2.6
22-06-2013,24.5,30.3,27.8,84,3.6,4,140,2,3,6,17.3692307692308
23-06-2013,25.4,32.2,28,82,8,4,160,1,8,6,17.3692307692308
24-06-2013,25.4,33.2,28.8,77,8,5,50,2,2,6,0
25-06-2013,24.8,32.4,27.5,83,7.3,5,170,1,5,6,5.5
26-06-2013,25.1,30.8,27.2,86,6,4,150,2,4,6,0
27-06-2013,25.4,29.7,27,87,5.1,5,160,2,8,6,1.8
28-06-2013,23.4,29.8,26.2,85,6.5,11,110,4,4,6,36.7
29-06-2013,23.4,30.4,25.6,92,0.8,7,90,3,3,6,75.1
30-06-2013,24.4,30.5,26.7,90,7.1,6,120,2,3,6,96.6
01-07-2013,24,30.8,26.8,86,6.7,6,100,2,4,7,1.6
02-07-2013,24,31.2,26.8,88,4.9,5,140,2,7,7,5.2
03-07-2013,24.8,30.2,26,91,6,7,230,2,8,7,6.8
04-07-2013,23.5,30.8,26.2,88,8,11,340,2,3,7,31.8
05-07-2013,23.7,30.2,27,41,3.8,9,110,4,4,7,11.1
06-07-2013,24,30.6,26.7,82,8,7,140,3,3,7,39
07-07-2013,23.4,30.6,26.6,82,6.8,8,130,3,4,7,0
08-07-2013,24,30.4,26.9,83,6,9,130,5,3,7,17.6
09-07-2013,24.2,28.6,26.1,90,3.1,8,100,3,3,7,74.2
10-07-2013,23.2,29.6,26.6,87,3.4,5,155,3,3,7,92.9
11-07-2013,23.4,29.2,25.8,90,3.9,6,140,3,4,7,50.8
12-07-2013,23.7,30,26.6,82,6.3,6,120,3,4,7,28.6
13-07-2013,24.3,30,26.1,90,4,5,130,2,4,7,6.7
14-07-2013,24,28.4,25.6,91,1.4,4,210,0,1,7,21
15-07-2013,23.8,29.2,25.7,90,3.4,5,130,2,3,7,3.5
16-07-2013,24,30.2,26.7,81,7,7,120,4,3,7,3.5
17-07-2013,24.8,29.4,27,78,6.5,11,130,5,4,7,11.9
18-07-2013,24.2,29.6,27.3,70,3.4,6,110,2,3,7,7.7
19-07-2013,23,29.4,25.1,87,6.9,8,130,3,4,7,0
20-07-2013,23.1,28.8,25.8,86,1.2,5,190,2,3,7,31.8
21-07-2013,23,29.6,26,84,6.5,6,130,3,3,7,0.2
22-07-2013,23.6,29.6,26.4,86,2.1,10,110,3,3,7,0.8
23-07-2013,23.5,29.8,26.9,84,8,9,110,6,3,7,11.6
24-07-2013,25.3,30.2,27.8,80,5.4,9,170,6,4,7,0
25-07-2013,25.6,30,26.3,86,7.6,11,110,3,3,7,1.9
26-07-2013,23.6,29.2,26.1,88,5.5,9,130,4,3,7,46.6
27-07-2013,24.2,30.1,26.7,80,7,8,130,3,3,7,0.6
28-07-2013,24.6,29.7,26.5,80,8,7,100,3,3,7,17.4965517241379
29-07-2013,23.3,29.2,25.7,75,8,8,90,4,3,7,17.4965517241379
30-07-2013,23.2,29.2,25.8,76,8,8,120,3,4,7,0
31-07-2013,21.9,29.2,25.1,82,8,8,140,3,4,7,0
01-08-2013,21.9,29.2,25.8,78,8,10,140,3,3,8,0
02-08-2013,23.4,29.1,25.9,80,7.8,11,150,4,3,8,0
03-08-2013,24,29.1,25.9,79,6.3,11,130,4,4,8,0
04-08-2013,23.5,28.7,26,80,7.5,9,150,4,3,8,1
05-08-2013,23.7,29.2,26.2,81,4.8,10,110,4,3,8,0
06-08-2013,24.9,29,26.8,80,8,12,130,4,3,8,3.03571428571429
07-08-2013,23.6,28.4,25.6,81,1.1,8,100,3,3,8,0
08-08-2013,22.4,28.7,25,84,8,8,100,3,3,8,0
09-08-2013,22.7,29.2,25.6,81,8,9,160,4,3,8,0
10-08-2013,23.3,29.2,26.1,82,7.7,9,100,4,3,8,2
11-08-2013,23.8,28.7,25.4,78,7.1,10,130,4,4,8,0
12-08-2013,21,28.8,24.9,68,8,10,130,4,4,8,0
13-08-2013,20.8,28.8,25,76,8,10,90,3,3,8,0
14-08-2013,22,28.8,25,82,6.1,10,140,4,3,8,0
15-08-2013,22.8,29.2,26.2,86,7.7,10,140,4,4,8,9
16-08-2013,24.5,28.8,26.8,83,4.3,11,140,5,3,8,5
17-08-2013,24.5,29.3,27.2,78,5.8,10,140,4,3,8,0
18-08-2013,24.2,29.4,26.5,77,8,8,140,3,3,8,3.03571428571429
19-08-2013,23.2,28.2,25.5,79,4.9,10,150,3,3,8,1
20-08-2013,23.2,29.5,25.8,82,8,10,160,4,4,8,13
21-08-2013,23.5,29.4,26.5,80,8,9,160,4,4,8,2
22-08-2013,25.1,29.6,27.2,72,8,9,120,4,4,8,0
23-08-2013,23.2,29.8,26.3,83,8,9,150,3,4,8,31
24-08-2013,23,29.8,26.1,82,8,9,150,3,4,8,0
25-08-2013,23.9,29,26,84,8,9,140,4,4,8,1
26-08-2013,24,29.6,26,84,8,9,130,3,4,8,2
27-08-2013,24,29.7,26.6,81,8,11,160,5,3,8,4
28-08-2013,23.8,29.3,26.1,81,7.8,9,90,4,4,8,2
29-08-2013,24.3,29.4,26.9,83,8,10,150,4,3,8,10
30-08-2013,25.3,29.6,27.2,80,8,12,140,5,3,8,2
31-08-2013,25.2,29.2,27.2,80,7,10,200,5,4,8,3.03571428571429
01-01-2014,25,31.5642857142857,28.0785714285714,79.4285714285714,,4,220,0,1,1,9.7
02-01-2014,25,31.5642857142857,29.3,77,,5,210,1,1,1,3.1
03-01-2014,24.8,32.2,29.3,76,,4,160,1,1,1,9.9
04-01-2014,25.1,31.5642857142857,28.5,78,,5,250,2,7,1,3.7
05-01-2014,25.6,28,25.5,91,,4,240,1,1,1,28.1
06-01-2014,24.5,30.2,27.8,80,,6,260,2,7,1,42.4
07-01-2014,24.2,31.5,29.3,77,,5,130,2,1,1,0
08-01-2014,23.8,31.2,28.0785714285714,79.4285714285714,,4,190,1,1,1,46.5
09-01-2014,24.6,31.8,29,76,,6,240,2,1,1,12.9107142857143
10-01-2014,24.6,30.7,28.9,81,,4,280,1,1,1,0
11-01-2014,25,31.9,28.9,77,,4,120,1,1,1,19.4
12-01-2014,24.9,30,28.1,81,,6,240,2,1,1,12.9107142857143
13-01-2014,24.8,31.8,26.8,85,,4,260,1,1,1,6.7
14-01-2014,24.4,33.9,28.8,77,,4,240,2,7,1,7.9
15-01-2014,24.8,31.1,28.1,76,,8,250,3,7,1,8.5
16-01-2014,25.2,30.9,27.7,82,,5,230,2,1,1,1.4
17-01-2014,24.4,31,27.5,84,,3,290,1,1,1,0
18-01-2014,25,30.4,27,82,,6,280,2,1,1,6.8
19-01-2014,24.6,30.6,27.3,79,,5,350,2,1,1,2.2
20-01-2014,24.8,32.4,25.5,92,,4,340,1,1,1,12.9107142857143
21-01-2014,24.2,32.5,26,85,,4,350,1,1,1,36.2
22-01-2014,24,32.6,28.4,74,,5,270,2,1,1,9.1
23-01-2014,23.4,31.4,27.8,74,,6,300,2,1,1,36.5
24-01-2014,23.9,33,29.1,75,,4,210,2,1,1,3.4
25-01-2014,23,31,27.5,81,,5,350,1,1,1,7.3
26-01-2014,23.8,31.4,29.1,74,,6,230,2,1,1,36.6
27-01-2014,24.8,32.2,29.1,77,,5,200,2,1,1,0
28-01-2014,22.8,31.5,27.6,83,,3,90,1,1,1,10.5
29-01-2014,22.8,32.2,28.0785714285714,79.4285714285714,,4,270,1,1,1,15
30-01-2014,22.8,33.2,29.5,73,,6,210,2,1,1,2.6
31-01-2014,23.7,33.2,28.8,77,,5,270,2,1,1,8
01-02-2014,24,33.2,30.2,69,,7,230,2,7,2,36.4
02-02-2014,22.8,30.7,27.3,83,,5,340,1,1,2,12.28
03-02-2014,24.1,32.4592592592593,28.612,77.76,,4,260,2,1,2,40.9
04-02-2014,25.2,31.8,28.3,79,,4,340,2,1,2,0.5
05-02-2014,25.4,34.2,30.7,72,,7,260,2,1,2,12.28
06-02-2014,26,33.2,27.3,85,,4,240,2,1,2,2
07-02-2014,24.8,33.4,28.1,83,,5,330,2,7,2,28.9
08-02-2014,24.7,32.7,28.3,81,,6,240,2,1,2,0.3
09-02-2014,24.2,32.8,29.1,75,,11,350,4,7,2,1
10-02-2014,25.3,33.8,30.5,72,,5,320,2,1,2,0
11-02-2014,25.2,32.6,28.6,78,,5,270,1,1,2,0
12-02-2014,24,32.6,29.9,73,,4,330,2,1,2,4.2
13-02-2014,25,31.8,29.4,81,,4,120,2,1,2,0
14-02-2014,25.6,30.4,27.4,82,,3,20,0,1,2,5.3
15-02-2014,24.8,32.8,28,74,,5,230,1,1,2,4
16-02-2014,24.2,33.8,28.1,77,,10,300,2,1,2,0
17-02-2014,24,32.4,29.7,75,,5,190,1,1,2,10.5
18-02-2014,24.2,33.6,29.1,75,,6,220,2,1,2,0
19-02-2014,24.2,30.8,28.7,78,,5,120,1,1,2,17.9
20-02-2014,24.4,32.4,29.8,72,,4,170,2,1,2,8.8
21-02-2014,25,34.2,28.3,79,,5,280,2,1,2,12.28
22-02-2014,24.4,31.2,26.8,82,,3,160,0,1,2,37.4
23-02-2014,23.5,32.2,27.7,78,,4,260,2,7,2,76.2
24-02-2014,24,31.8,28.612,77.76,,6,330,2,1,2,6.5
25-02-2014,24.8,31.8,26.6,81,,7,60,1,1,2,0
26-02-2014,25,32.2,27.7,83,3.5,3,130,1,1,2,16
27-02-2014,24,32,28.612,77.76,,4,110,1,1,2,7
28-02-2014,24.6,32,29.7,77,,6,160,2,1,2,3.2
01-03-2014,24,32.4222222222222,29,75,,4,60,1,1,3,21.7
02-03-2014,24.4,32.2,29,,,4,140,2,4,3,8
03-03-2014,25.4,31.7,28.6,79,,4,150,1,1,3,0
04-03-2014,25,32.4222222222222,28.2,83,,5,130,1,1,3,0.3
05-03-2014,24.6,32.2,27.9,78,8.5,3,200,1,1,3,31.9
06-03-2014,23.4,31.7,29.4,74,,4,140,2,1,3,25
07-03-2014,24.4,31.6,29.7,75,,4,130,2,1,3,11.68
08-03-2014,24.7,31.7,29.5,76,,4,110,1,1,3,0.2
09-03-2014,26,32,29.6,74,5.4,4,190,2,7,3,0
10-03-2014,25.4,32.2,29.6,71,8,4,330,1,1,3,0
11-03-2014,25.7,33,30,71,,4,150,1,1,3,0
12-03-2014,25.3,33.2,30,71,,4,200,2,1,3,0
13-03-2014,25,31.2,29.1,80,5.6,4,230,0,1,3,5.6
14-03-2014,25,32.2,28.5,83,,3,270,1,1,3,11.68
15-03-2014,25,32.2,28.5,80,,4,150,1,1,3,23.8
16-03-2014,24.8,32.9,29.9,76,,4,120,2,7,3,11.68
17-03-2014,24.9111111111111,32.6,29.7,75,,4,320,2,7,3,0
18-03-2014,25,34.2,29,76,,4,140,2,1,3,0
19-03-2014,24.6,32.8,30.4,71,,6,70,2,1,3,0
20-03-2014,23.9,32.2,28.9,77,8.6,3,130,1,1,3,49.3
21-03-2014,24.2,33,29.3,74,,5,150,1,1,3,2.8
22-03-2014,25.2,32.8,28.6,76,,7,340,2,1,3,11.68
23-03-2014,,33.3,29.3,76,,4,130,1,1,3,11.68
24-03-2014,25.5,33.8,30.4,75,,4,190,1,1,3,1
25-03-2014,25.4,32.4222222222222,26,92,,3,300,0,1,3,0
26-03-2014,25,31.8,29.5,77,,5,140,2,1,3,16.9
27-03-2014,25.1,32.4,29.4,77,,4,120,1,1,3,0.6
28-03-2014,24.9111111111111,31.5,29,79,,4,120,2,1,3,79.5
29-03-2014,24.9111111111111,32.4,29.8,76,,4,190,1,1,3,25.4
30-03-2014,25.2,32.6,29,81,,3,110,1,1,3,0
31-03-2014,25.4,,28.8,79,4.8,4,140,1,1,3,11.68
01-04-2014,25.2,32.1961538461538,29.3,81,,5,130,1,1,4,11.7076923076923
02-04-2014,25.8,32.2,28.8,82,8.1,4,120,2,1,4,2
03-04-2014,25,31.8,28.4,83,,5,180,2,1,4,40.6
04-04-2014,24.8,31.6,28.8,78,,5,120,2,7,4,34.5
05-04-2014,24.6,31.6,28.5,82,,4,130,2,1,4,11.7076923076923
06-04-2014,25.2,32.4,29,78,,4,300,2,7,4,4.2
07-04-2014,24.6,30.7,28.4,82,,4,260,1,1,4,19.4
08-04-2014,24.8,34.4,29.6,78,4.9,3,210,1,1,4,32
09-04-2014,25.2,32,28.2,78,,5,260,2,1,4,1.2
10-04-2014,24.7678571428571,32,27.7,82,,5,220,1,1,4,23.4
11-04-2014,24,32.2,27.7,83,,5,250,2,1,4,4.2
12-04-2014,24.4,31.6,27.1,84,,12,320,2,1,4,3.8
13-04-2014,22.8,31.6,27.9,79,,4,230,2,1,4,42.4
14-04-2014,24,31.6,27.8,80,3.5,4,220,1,1,4,0
15-04-2014,24.2,31.6,28.8,77,,4,200,1,1,4,11.5
16-04-2014,23.6,31.9,28.6,78,,3,220,1,1,4,21.6
17-04-2014,24,36,28.8,79,8,3,210,0,1,4,13.3
18-04-2014,24.8,32.1961538461538,29.6,73,,3,110,1,1,4,8.6
19-04-2014,25,32.5,29.8,72,,4,220,1,1,4,0
20-04-2014,25.4,32.1961538461538,29.3,76,,5,240,2,1,4,11.7076923076923
21-04-2014,25.4,31.8,28.9,79,7.3,5,220,1,1,4,0
22-04-2014,24.3,33,28.9,79,4.5,5,170,1,1,4,4.4
23-04-2014,24.8,33.2,29.8,76,,4,160,2,5,4,0
24-04-2014,25.5,31.2,28.7,82,,6,230,1,1,4,0.5
25-04-2014,24.7678571428571,32.8,30.2,75,,5,260,2,7,4,0
26-04-2014,25.7,31.6,28.9,78,,4,200,1,1,4,0.5
27-04-2014,25.4,32.1961538461538,28,84,,5,200,1,1,4,0
28-04-2014,25,31.8,29,80,,3,200,1,1,4,33.4
29-04-2014,24.8,31.8,29.4,77,6.4,3,80,1,1,4,2.9
30-04-2014,25.2,32.2,29.6,75,,5,120,2,4,4,11.7076923076923
01-05-2014,24.5,31.8214285714286,29.5,78,,4,130,1,1,5,0
02-05-2014,25.6,32.2,29.5,78,,3,140,1,1,5,0
03-05-2014,25.8,33.2,30,78,,3,290,1,1,5,8.64285714285714
04-05-2014,26,31.8,30.4,74,,3,120,1,1,5,8.64285714285714
05-05-2014,25.3607142857143,31.8214285714286,29.3714285714286,78.5357142857143,,4.4,131.666666666667,1.9,1,5,8.64285714285714
06-05-2014,25.7,32.1,30.2,75,,3,130,2,1,5,8.64285714285714
07-05-2014,26.2,32.9,30.3,76,,4,130,2,4,5,5.5
08-05-2014,25.9,32.8,29.8,79,,5,150,2,4,5,18.3
09-05-2014,25.8,31.6,29.6,80,,4,120,2,1,5,10.2
10-05-2014,25.1,32.4,30,77,,5,130,2,4,5,0
11-05-2014,25.3607142857143,32.4,30,77,,4,110,2,1,5,0.5
12-05-2014,25.6,32.7,29.4,79,9,4,120,2,3,5,1.9
13-05-2014,25.6,31.8,28.6,84,,5,120,2,1,5,25
14-05-2014,25.6,31.8214285714286,28.6,82,,3,200,1,1,5,3
15-05-2014,25.4,31.4,29.3,81,,4,140,1,1,5,1.8
16-05-2014,25.6,31.8,28.7,79,4.8,4,120,1,1,5,8.64285714285714
17-05-2014,24.9,30.6,27.8,86,,4,110,2,1,5,7
18-05-2014,25.1,31.4,29.1,81,5.2,6,110,2,1,5,29.8
19-05-2014,25.2,31.6,29.8,78,8.5,5,120,2,1,5,1.7
20-05-2014,25.6,31.2,28.7,81,9.8,5,110,2,4,5,8.64285714285714
21-05-2014,24.8,31.4,29.6,76,,5,90,2,4,5,4.1
22-05-2014,25.3607142857143,31.6,28.9,80,,5,130,2,1,5,8.64285714285714
23-05-2014,25.3,31.6,29.3,78,,4,140,2,1,5,8.64285714285714
24-05-2014,24.4,32.2,29.2,78,,5,160,1,1,5,6
25-05-2014,25,31.8,29.3714285714286,78.5357142857143,,4,120,3,4,5,0
26-05-2014,25,31.2,29.7,78,,5,120,3,4,5,57.5
27-05-2014,25,31.8,29.3714285714286,78.5357142857143,,5,120,3,3,5,0
28-05-2014,25.4,31.6,29.7,77,,5,140,2,4,5,9.2
29-05-2014,26,31.8,29.5,77,,4,120,2,1,5,0
30-05-2014,25.4,31.7,28.9,76,,7,110,3,3,5,8.64285714285714
31-05-2014,24.6,30.4,28.3,76,,5,100,3,3,5,8.64285714285714
01-06-2014,24.2,31,29.2,75,9.5,5,140,2,3,6,0
02-06-2014,25.4,30.6,27.8,83,,5,130,2,3,6,0.5
03-06-2014,25.2,31.4,28.1,84,,4,130,3,3,6,13.884
04-06-2014,26,31.6,28.3,85,9.2,8,130,4,4,6,0
05-06-2014,18,31.2,29.2,79,,7,100,5,3,6,0
06-06-2014,26,30.8,27.8,83,,8,120,3,3,6,0
07-06-2014,25.4,30.8,27.9,82,,5,130,3,3,6,13.884
08-06-2014,25.6,31.025,27.7,85,9.2,6,130,3,4,6,0
09-06-2014,25.8,32.8,28.7,85,,4,150,2,4,6,0
10-06-2014,25.3,33,28.5,85,,3,100,1,1,6,4.9
11-06-2014,25.2,31.5,27.6,86,,4,160,1,1,6,4.3
12-06-2014,25,30.5,27.9,84,,4,170,1,1,6,0.5
13-06-2014,25.2,31,27.7,84,,7,110,3,3,6,0.8
14-06-2014,24,30.2,27.7,79,,6,100,3,3,6,0
15-06-2014,25.1,30.5,26.7,87,1.7,5,70,2,1,6,3.5
16-06-2014,24.8,30.7,27.2,86,,6,120,3,4,6,19.6
17-06-2014,24.6,31.6,27.7,87,,3,120,2,1,6,13.884
18-06-2014,23.8,30.6,27.6,88,,6,110,2,4,6,110.2
19-06-2014,19,30.8,26,91,6,3,290,1,1,6,90.1
20-06-2014,24.2,31,27.5,86,,5,120,2,1,6,32.6
21-06-2014,24.2,31.4,27.4,88,,4,130,2,1,6,0
22-06-2014,24.2,31.6,27.1,86,5.2,4,150,1,1,6,6.9
23-06-2014,24.9,31.6,27.9,83,,4,110,2,3,6,13.884
24-06-2014,26,30.6,27.8,84,,4,100,1,1,6,0
25-06-2014,25.3,31.3,27.8,85,,8,120,3,4,6,0.7
26-06-2014,24.2,31.025,26.3,84.4,8.4,4,230,2,1,6,6.6
27-06-2014,24.2,29.6,25.4,84.4,,6,110,2,1,6,25.5
28-06-2014,24.4,30.3,27.1,84.4,,7,130,3,4,6,39.1
29-06-2014,25.2,30.5,27.5,84.4,5.8,6,130,3,4,6,1.3
30-06-2014,24.4965517241379,30.2,27.4,84.4,,8,120,4,4,6,13.884
01-07-2014,,28.4,25.6,84.6521739130435,,8,130,4,4,7,7
02-07-2014,23,30.2,26.2,88,2.2,5,130,3,3,7,53.2
03-07-2014,23.9107142857143,30.2,27,82,,6,100,4,3,7,20.8
04-07-2014,24,29.8391304347826,25.8,91,,8,120,5,4,7,51.5
05-07-2014,24.2,29.6,27.2,84.6521739130435,,8,120,6,4,7,4
06-07-2014,26.2,30.1,28.3,80,,9,100,6,4,7,0
07-07-2014,26,32.4,26.6,84.6521739130435,,6,80,2,1,7,10.1
08-07-2014,23.6,29.8391304347826,26,84.6521739130435,0.7,5,100,3,3,7,14
09-07-2014,23.3,29.8391304347826,26.5,81,,8,120,5,4,7,25.2
10-07-2014,24,29.8391304347826,26.2,86,,5,110,2,3,7,7.6
11-07-2014,24.6,29,26.8,89,1.1,5,120,3,4,7,27.7
12-07-2014,23.4,29,25.9,90,,7,90,4,4,7,193.9
13-07-2014,23.6,31,25.1,93,,5,80,2,3,7,9
14-07-2014,23.3,27.2,25.4,84.6521739130435,,9,110,3,2,7,87.3
15-07-2014,23.5,29,25.6,83,0.6,7,130,3,3,7,4
16-07-2014,23.7,29.8391304347826,26.8,76,,6,110,3,3,7,2
17-07-2014,22.6,33,25.7,79,,5,100,2,1,7,0.6
18-07-2014,23,29.2,25.5,84,,4,130,2,4,7,25.2
19-07-2014,24.2,29.2,25.9,85,,4,110,1,1,7,8.8
20-07-2014,23.6,29.4,26.4,84.6521739130435,,4,140,2,4,7,16.2
21-07-2014,24,29.8,26.6,84.6521739130435,,7,140,4,4,7,1.7
22-07-2014,23.8,30,26.9,85,,5,100,3,4,7,30.2
23-07-2014,24.5,29.8,26.2,86,,7,120,4,4,7,25.2
24-07-2014,24,30.2,27.1,84,,7,120,5,4,7,6.1
25-07-2014,24.4,29.8391304347826,26.5,88,,8,120,4,3,7,31.1
26-07-2014,23.8,28.8,26.2,86,,8,80,4,3,7,23.4
27-07-2014,23.9107142857143,31,26.1,83,,9,120,4,4,7,45
28-07-2014,24.4,30,26.4,84,,5,120,3,3,7,0
29-07-2014,23.2,29.8,26.3,79,,8,120,4,3,7,25.2
30-07-2014,23.4,29.8391304347826,26.2,85,,8,120,3,1,7,25.2
31-07-2014,24.2,29.8391304347826,26.7,84.6521739130435,,9,130,3,4,7,0
01-08-2014,23.4,31.6,26.3,82,,5,160,2,1,8,0
02-08-2014,23.648,29.2137931034483,26.0833333333333,81.6428571428571,,7,130,4,4,8,0.7
03-08-2014,23,30,27.5,78,,7,110,4,3,8,2
04-08-2014,24.4,30.4,26.5,89,,6,120,2,4,8,55.2
05-08-2014,23.7,30.6,26.5,87,3,5,120,3,4,8,24.9
06-08-2014,24,30,26.6,81.6428571428571,,8,120,4,4,8,1.4
07-08-2014,24,29.8,27.5,82,,6,120,4,4,8,0
08-08-2014,23.648,29.4,27.2,84,,5,110,4,3,8,0
09-08-2014,25,29.2137931034483,26.8,86,,7,130,5,3,8,5.4
10-08-2014,24.7,29.6,26.4,82,,9,130,6,4,8,4.02173913043478
11-08-2014,23.6,28.9,26.7,78,,11,120,7,4,8,0
12-08-2014,23.648,29.3,26.2,76,,6,110,3,3,8,0.8
13-08-2014,23.6,29.2,26.2,80,,6,90,5,3,8,4.02173913043478
14-08-2014,23.648,29.2,26.3,84,7.6,7,90,5,3,8,0
15-08-2014,25.3,29.2,26.4,78,,8,100,6,3,8,0
16-08-2014,23.4,29.2,25.4,79,9.5,5,100,4,3,8,4.02173913043478
17-08-2014,21,28.4,25.2,79,,7,120,4,3,8,0
18-08-2014,22.4,28.7,25.1,80,,5,120,3,4,8,0
19-08-2014,23.2,28.7,25,83,,6,110,3,3,8,4.02173913043478
20-08-2014,23,28.9,25.9,82,,6,130,3,4,8,1
21-08-2014,22.9,29,26.1,82,,5,130,3,3,8,0
22-08-2014,24.6,29.4,26.4,82,,8,110,5,3,8,0.4
23-08-2014,25,30,26.8,79,7.5,7,110,5,3,8,0
24-08-2014,24.9,29.6,26.5,81.6428571428571,,8,120,4,3,8,0.7
25-08-2014,24,28.4,26,74,,7,110,4,3,8,0
26-08-2014,24,28.4,25.3,83,10,6,110,4,3,8,4.02173913043478
27-08-2014,23.3,28,25,83,,6,110,4,3,8,4.02173913043478
28-08-2014,23,28.4,26.3,81,8.5,5,130,4,3,8,4.02173913043478
29-08-2014,23.648,28.5,25.3,84,,5,110,3,3,8,0
30-08-2014,23.648,28.2,24.7,84,,5,120,2,3,8,0
31-08-2014,21.8,28.2,24.4,85,,8,130,4,4,8,4.02173913043478
01-09-2014,22.2,28.1,25,83,,6,100,3,3,9,0.325
02-09-2014,23.8,28.4,25.9,82,,8,120,4,3,9,0.325
03-09-2014,21.1,28.2,25.1,82,,6,120,4,4,9,0.325
04-09-2014,23.4,29.0464285714286,25.9,82,,5,130,3,4,9,0.325
05-09-2014,22.4,29.2,25.3,80,,5,110,2,4,9,0.325
06-09-2014,24.2,29,26,84,,5,110,2,1,9,0.325
07-09-2014,23.2,29,26.1,85,,6,120,4,4,9,0.325
08-09-2014,23.6,34.4,26.1,81,,8,120,4,3,9,0.325
09-09-2014,22.5,28.5,25.4,77,,7,10,3,3,9,0.325
10-09-2014,22.2,28.6,25.2,80,10.4,6,130,5,3,9,0
11-09-2014,23.4,29,26.3,79,,8,110,5,3,9,0.325
12-09-2014,24.2,28.8,25.4,84,,6,110,5,3,9,0.325
13-09-2014,24.8,28.8,26.3,80,9.4,6,120,4,4,9,0
14-09-2014,23,29,25.5,79,,5,130,3,4,9,0.325
15-09-2014,23.8,28.9,26.3,80,,5,150,3,4,9,0
16-09-2014,23,29,25.5,81,8.4,5,140,2,4,9,2.4
17-09-2014,23,28.8,25.2,85,,6,140,4,3,9,0.325
18-09-2014,23.6,29.0464285714286,26.3,84,,6,110,4,3,9,0.325
19-09-2014,25,29,26.7,86,,6,120,4,4,9,0
20-09-2014,25.1,29.2,26.6,85,,5,150,3,4,9,0.325
21-09-2014,24,29.2,26.6,82,,7,130,4,4,9,0
22-09-2014,24.2,29,26.4,83,8.5,7,130,5,3,9,1
23-09-2014,24.4,28.8,26.4,81,,7,100,4,3,9,0.5
24-09-2014,24.7,28.4,26.1,81,,36,100,5,3,9,0
25-09-2014,24,28.5,25.9,81,,5,100,2,3,9,0.325
26-09-2014,22,28.6,25.2,81,10.4,5,110,2,3,9,0.325
27-09-2014,21.8,28.4,25.1,81.9655172413793,,5,130,2,4,9,0
28-09-2014,23.5103448275862,29.2,26.4,80,9.8,5,120,2,4,9,0
29-09-2014,24.6,30,26.9,83,,5,120,2,3,9,0.325
30-09-2014,24.6,29.3,26.7,86,,6,130,3,3,9,0
01-10-2014,24.5,29,26.8,82,,5,110,3,3,10,0
02-10-2014,24.4,31,26.6,81,,5,130,3,3,10,0
03-10-2014,23.8,29.4,26.6,81,,7,120,3,3,10,0
04-10-2014,24.4,29.4,26.3,85,8.4,7,140,3,4,10,0
05-10-2014,25.2,,26.9,81,,6,110,4,4,10,2.05217391304348
06-10-2014,25,29,26,84,,6,120,4,3,10,1.5
07-10-2014,24.8,28.6,26.2,84,,7,120,4,4,10,2.05217391304348
08-10-2014,25,30.1896551724138,27.1866666666667,82.5666666666667,,6,140,2,3,10,2.05217391304348
09-10-2014,23,29.2,26.5,78,,6,110,2,3,10,0
10-10-2014,23.8,30.2,26.8,79,,4,120,2,4,10,0
11-10-2014,24,30.2,26.8,81,,5,0,2,1,10,0
12-10-2014,23.8,30.2,26.7,83,9.4,30,170,3,4,10,0
13-10-2014,24.2,30.5,27.5,78,,5,150,3,4,10,0
14-10-2014,24.6,30.6,26.4,87,,5,130,3,4,10,9.7
15-10-2014,24.8,30.3,27.6,85,,6,140,3,4,10,1.4
16-10-2014,26,30.2,27.7,85,,5,130,2,1,10,0
17-10-2014,25.6,30.4,27.3,87,,5,160,3,4,10,2.3
