Tanggal,Tn,Tx,Tavg,RH_avg,ss,ff_x,ddd_x,ff_avg,ddd_car,bulan,RR
25-02-2011,24.8,32.8,27.3,83,5.4,8,150,1,4,2,5.4
26-02-2011,24.5,31.2,27.5,84,4.6,8,250,2,7,2,20.8
27-02-2011,24.4,31.6,26.5,86,3.6,10,250,2,7,2,10
28-02-2011,24.2,29.7,24.8,92,0,13,270,2,7,2,16.3
01-03-2011,23.4,31,26.8,80,1.8,4,130,3,7,3,5.8
02-03-2011,23.8,31.8,27.5,77,7.8,12,130,3,7,3,0
03-03-2011,24,32.4,27.6,77,6.6,9,280,2,7,3,9.69259259259259
04-03-2011,24.2,32.4,27.2,82,4.3,13,250,2,7,3,0
05-03-2011,24,31.3,26.7,84,2.4,9,220,2,7,3,0.5
06-03-2011,24,31.4,27.5,81,5.4,9,260,2,6,3,0.1
07-03-2011,25,30.9,27.2,84,1.6,12,240,2,7,3,9
08-03-2011,23.8,31.3,27.1,82,5.3,8,270,2,7,3,10.7
09-03-2011,24.4,30.8,27,82,5.6,8,260,1,7,3,1.2
10-03-2011,24.8,31.3,27.6,78,5.2,6,260,2,7,3,0
11-03-2011,24.4,33,27,85,3.7,10,250,2,7,3,45.4
12-03-2011,24.5,32.6,27.4,82,5.3,6,280,2,7,3,0
13-03-2011,25,28.2,25.8,89,0.5,10,120,0,8,3,9.69259259259259
14-03-2011,24.4,31.1,27.1,83,2.6,9,280,1,7,3,13.3
15-03-2011,24.6,32,27.5,83,7.1,7,260,2,5,3,15
16-03-2011,23.6,32.2,27.1,83,8,8,260,2,7,3,5.2
17-03-2011,24.6,31.8,27.4,80,5.7,6,180,1,5,3,0
18-03-2011,24.8,32.3,27.9,83,5.7,6,270,1,4,3,47.9
19-03-2011,24.7,32.2,27.6,81,6.2,7,130,1,4,3,9.69259259259259
20-03-2011,25.4,32.4,27.8,83,5.9,8,250,2,7,3,0.5
21-03-2011,24.4,32.1,27.4,84,3.1,9,160,2,7,3,8.2
22-03-2011,24.9,31.2,27.5,84,0,8,170,2,7,3,9.69259259259259
23-03-2011,24.3,31.8,26.5,85,1,9,260,1,7,3,1
24-03-2011,23.9,32.2,27,83,7.1,9,270,2,7,3,0.3
25-03-2011,24.2,32.1,26.3,86,3.7,8,300,2,6,3,0.6
26-03-2011,23.8,32.8,26.1,88,0.2,7,10,0,6,3,23.6
27-03-2011,24.1,30.8,26.5,88,1.9,11,260,2,7,3,10
28-03-2011,24,31.6,27.2,84,7.1,14,270,2,7,3,61
29-03-2011,23.6,31.8,27.4,83,2.4,13,240,2,7,3,2.1
30-03-2011,23,32.4,27.4,84,5.8,12,260,2,7,3,0
31-03-2011,24,32.8,27.4,83,3.4,11,130,2,7,3,0.3
01-04-2011,24.5,31.2,27.1,82,1.3,8,120,2,7,4,0
02-04-2011,24.8,32.8,27.2,80,7,12,250,3,7,4,17.2333333333333
03-04-2011,24.8,32,27.3,82,3.5,10,280,3,7,4,2
04-04-2011,24.4,32,27.1,78,5.4,11,270,2,7,4,0.3
05-04-2011,24.6,32.2,27,82,6.7,8,260,3,7,4,3.4
06-04-2011,24.5,31.6,27.4,83,6.9,8,280,2,7,4,49
07-04-2011,24.1,31.8,27.3,82,6.8,9,250,2,7,4,0
08-04-2011,24.7,30,26.8,85,0.9,6,250,1,6,4,13
09-04-2011,23,31.2,26.6,84,4.2,6,260,2,7,4,35.9
10-04-2011,23.8,32,27.8,80,5.4,7,200,2,7,4,0.5
11-04-2011,24.2,29.6,26.3,85,0,8,100,2,7,4,11
12-04-2011,23.9,31.5,27,85,4,7,110,2,7,4,7.8
13-04-2011,24.8,31.2,27.8,83,3.7,8,250,1,3,4,17.2333333333333
14-04-2011,24,31.2,27,81,2.2,7,160,1,5,4,35.4
15-04-2011,24,30.5,26.6,86,5.9,5,100,1,4,4,18.8
16-04-2011,24.5,30.6,27.6,82,5.8,7,130,2,4,4,0.5
17-04-2011,24.5,31.5,27.5,82,8,8,120,2,4,4,5.7
18-04-2011,24.6,31.4,28,79,8,7,140,2,4,4,17.2333333333333
19-04-2011,24,32.4,28.1,80,7.6,7,120,2,4,4,0
20-04-2011,24.2,31.4,27.6,78,7.9,8,250,2,5,4,0.9
21-04-2011,24.4,31.6,27.7,80,6.9,7,130,2,7,4,44.1
22-04-2011,23.8,30.1,27.5,84,2.7,5,90,2,3,4,15.9
23-04-2011,24.6,31.8,28.2,83,8,7,100,2,3,4,27.3
24-04-2011,24,31.4,26.9,87,6.5,7,170,2,7,4,134.6
25-04-2011,25.1,31.4,27,86,4.8,6,250,1,5,4,3.5
26-04-2011,24.8,31.4,27.9,83,6.9,6,110,2,7,4,1.2
27-04-2011,24.4,30.2,26.8,88,0.2,6,110,0,4,4,18.5
28-04-2011,24.3,31.1,27.4,87,5.4,6,130,2,3,4,4.3
29-04-2011,23.8,31.1,27.7,87,4.6,6,130,2,7,4,31.7
30-04-2011,25.8,32.4,27.7,83,6.1,8,190,2,5,4,0
02-05-2011,24.1,30.2,27.1,84,3.1,6,100,1,3,5,7.3
03-05-2011,25.2,32.3,27.8,84,7.3,6,90,1,6,5,0
04-05-2011,24.5,31.7,27.6,82,7.2,8,230,2,7,5,7.6
05-05-2011,24,30.8,25.7,93,0,8,250,0,7,5,112.5
06-05-2011,24.2,31,26.9,86,3.1,11,120,1,4,5,4.7
07-05-2011,24.6,30.4,26.3,90,1.9,13,90,0,3,5,32.1
08-05-2011,25,30.6,27,88,3.6,7,250,1,6,5,32.7
09-05-2011,24.6,30.3,26.4,86,6.4,9,260,2,7,5,9.4
10-05-2011,24.3,31.2,26.7,83,7.9,6,120,2,4,5,0
11-05-2011,24.2,31.3,27.3,84,7.9,6,140,1,4,5,0
12-05-2011,24.7,31.2,28.1,82,7.9,6,140,2,4,5,0
13-05-2011,25,31.8,27.9,80,8,6,280,2,4,5,0
14-05-2011,24,30.5,27,86,6.4,5,140,1,4,5,44.5
15-05-2011,24.2,32.2,26.1,90,6.1,6,160,1,5,5,6.6
16-05-2011,23.8,31,27.1,82,8,6,260,2,8,5,12.8
17-05-2011,24,31,27.6,84,8,8,120,2,4,5,0
18-05-2011,24.8,28.4,26.1,92,0,6,120,1,4,5,16
19-05-2011,23.6,31,27.7,85,8,8,90,3,4,5,71.5
20-05-2011,24.9,31,27.5,86,6.3,8,100,3,3,5,26.8
21-05-2011,25.2,30,26.5,86,3.1,8,170,5,5,5,55.4
22-05-2011,24,30.2,27.8,81,4.5,11,140,4,4,5,15.7
23-05-2011,23.4,30.4,27.8,78,7.7,9,100,4,3,5,1.8
24-05-2011,23.4,30,26.8,80,8,8,90,3,4,5,0
25-05-2011,24.2,30.5,27,82,7.3,8,100,3,3,5,0
26-05-2011,24.7,30.5,27.5,79,6.6,8,100,3,4,5,0
27-05-2011,24.6,30.4,27.3,79,8,8,90,2,3,5,0
28-05-2011,24,30.4,26.4,84,6.9,8,100,2,3,5,0
29-05-2011,23.9,30.3,26.8,84,7.1,4,90,3,4,5,16.6137931034483
30-05-2011,24.6,30.3,27.9,81,5.9,11,110,2,4,5,11.3
31-05-2011,25,30.4,27.3,84,6.4,8,120,2,3,5,13.1
01-06-2011,25,30.9,27.5,85,7.5,8,160,2,4,6,0
02-06-2011,24.2,30.3,27,88,7.4,11,110,3,3,6,80.4
03-06-2011,24.8,33.2,27.3,85,1.8,5,100,2,3,6,4.6
04-06-2011,24.9,30.6,27.3,87,7.1,6,120,3,4,6,23
05-06-2011,25.6,29.6,27.3,85,4.3,6,110,3,3,6,0
06-06-2011,24.3,29.8,27,80,8,6,140,2,4,6,0
07-06-2011,23.6,29.8,26.6,84,7.6,6,120,2,4,6,0
08-06-2011,23.4,29.6,26.5,84,7.6,6,110,2,3,6,0
09-06-2011,23.8,29.6,26.9,77,8,8,80,3,4,6,0
10-06-2011,23,29.7,25.9,82,8,7,110,3,3,6,0
11-06-2011,23.2,29.8,26.2,80,8,10,100,3,3,6,0.2
12-06-2011,23,29.8,25.7,78,5.2,7,100,3,4,6,0
13-06-2011,23.6,31,26.1,78,8,8,100,2,3,6,4
14-06-2011,23,29.5,25.8,82,7.9,9,110,3,3,6,0
15-06-2011,21.6,29.4,25.2,78,8,9,120,3,4,6,0
16-06-2011,21.8,29.2,26,72,6.6,9,90,2,3,6,0
17-06-2011,21.2,29.2,24.9,79,8,8,140,3,4,6,0
18-06-2011,21.5,29.2,26,75,7,11,170,3,5,6,0.2
19-06-2011,23.6,29.4,25.7,76,7.6,9,80,4,3,6,2
20-06-2011,23,29.4,26,77,8,9,110,3,3,6,0
21-06-2011,23.2,29.5,25.9,80,8,10,120,4,4,6,4.16428571428571
22-06-2011,23.6,29.3,26.3,81,8,9,110,4,4,6,0
23-06-2011,23,31,25.6,81,8,10,100,4,3,6,4.16428571428571
24-06-2011,22.5,28.9,24.8,82,4.2,9,130,4,4,6,0
25-06-2011,23,28.2,25.2,80,7,9,100,4,3,6,0
26-06-2011,23.6,28.9,26,80,4.7,10,130,5,4,6,0
27-06-2011,24.7,28.4,26.1,86,1,10,130,5,3,6,1.2
28-06-2011,25,28.8,26.7,84,7.4,7,110,3,3,6,1
29-06-2011,24.8,28.8,26.2,86,7.3,8,160,4,3,6,0
30-06-2011,24.8,29.2,26.4,83,8,8,110,4,3,6,0
01-07-2011,27.9,28.2,25.3,83,4.2,6,100,5,3,7,1
02-07-2011,24.2,27.8,25.5,76,8,6,100,3,3,7,0
03-07-2011,21.2,28,23.9,83,8,5,110,3,3,7,0
04-07-2011,21.4,29.2,24.9,83,7.9,5,140,2,3,7,0
05-07-2011,22.3,29.8,24.7,83,7.7,7,100,3,3,7,0
06-07-2011,21.6,28.9,24.6,81,8,9,110,2,3,7,0
07-07-2011,22,30.7,25.2,80,7,8,150,3,3,7,0
08-07-2011,22.2,29,24.7,82,7.8,8,110,3,3,7,0
09-07-2011,22,29,25.4,86,7,7,110,3,3,7,0
10-07-2011,23.6,29.4,26,84,7.7,7,110,2,4,7,0
11-07-2011,24.2,29.4,26.5,82,5.6,6,130,3,4,7,0
12-07-2011,23.3,28.8,26.4,86,4.4,7,120,3,4,7,1.71034482758621
13-07-2011,22,29.4,26.9,84,5.8,9,110,5,3,7,1.4
14-07-2011,24.4,31.6,26.1,82,6.6,8,110,5,4,7,0
15-07-2011,24.4,29.7,26.7,81,6.4,8,120,4,4,7,0.2
16-07-2011,23.8,29.6,25.8,81,8,5,140,4,4,7,1.5
17-07-2011,23.8,29.4,25.7,82,7.2,6,120,4,3,7,0
18-07-2011,24.2,29.6,26.7,78,4.9,5,100,4,3,7,0.2
19-07-2011,25.2,29.4,27,79,6.2,7,140,4,4,7,0
20-07-2011,25.7,29.2,26.7,83,4.1,7,140,4,4,7,0.8
21-07-2011,25.4,29.2,26.7,84,4.6,8,120,3,3,7,1.3
22-07-2011,24.2,29.2,26.4,86,6.5,6,130,4,4,7,16
23-07-2011,24.3,26.6,26,81,3.9,8,110,4,3,7,8.8
24-07-2011,23.2,26.6,25.2,84,8,8,100,3,3,7,1.71034482758621
25-07-2011,21.6,28.9,25,80,7.6,8,110,3,3,7,0
26-07-2011,22,29.2,25,80,8,9,110,3,3,7,0
27-07-2011,22.5,29,25.3,84,4.4,8,120,3,4,7,0
28-07-2011,23.3,29.2,26.3,79,4.8,9,80,5,4,7,11.9
29-07-2011,24,29,26.1,78,5.3,11,120,5,3,7,6.5
30-07-2011,22.2,29,25.2,76,8,11,110,4,3,7,0
31-07-2011,22.4,28.7,25.1,81,8,10,130,5,3,7,0
01-08-2011,22.8,28.6,26.4,78,8,11,140,5,4,8,0.2
02-08-2011,25,28.6,26.2,82,8,11,120,5,4,8,0
03-08-2011,24.9,31,26.2,82,7.7,10,120,5,4,8,0.2
04-08-2011,23.3,29.4,25.3,75,8,9,110,3,3,8,0
05-08-2011,21.8,29.4,24.2,79,8,8,130,3,4,8,0
06-08-2011,21.6,28,24.2,80,8,8,100,3,4,8,0
07-08-2011,20,28.4,23.3,84,8,8,100,3,3,8,0
08-08-2011,20.3,30.4,24.9,84,7.9,8,110,4,4,8,0
09-08-2011,22.6,28,25.2,85,8,9,100,4,3,8,0
10-08-2011,23.6,27.7,25.1,82,8,8,110,3,3,8,0
11-08-2011,20.4,27.6,23.8,84,7.8,8,120,3,4,8,0
12-08-2011,20.4,27.7,23.5,86,8,8,130,3,3,8,0
13-08-2011,21.1,30.4,25.1,84,7.4,8,110,4,3,8,0
14-08-2011,20.8,28.4,25.7,86,8,8,100,3,3,8,0
15-08-2011,23.3,28.4,25.3,87,8,8,110,4,3,8,0
16-08-2011,23.6,28.2,25.4,84,5.1,8,90,4,3,8,0.0666666666666667
17-08-2011,24,28.1,25.4,83,6.3,8,100,4,3,8,1.6
18-08-2011,23.1,27.2,24.9,83,8,16,110,4,3,8,0
19-08-2011,23.6,27.4,24.7,85,8,9,110,4,3,8,0
20-08-2011,23.2,27.6,24.8,82,7.7,9,110,3,3,8,0
21-08-2011,21.5,28.3,23.6,84,7.7,7,100,3,4,8,0
22-08-2011,21.8,27.7,24.9,85,8,8,100,3,4,8,0
23-08-2011,23,27.2,24.7,86,7.9,9,120,3,4,8,0
24-08-2011,22.2,27.4,24.7,82,8,10,100,3,3,8,0
25-08-2011,21.6,27.8,24,78,8,8,100,3,3,8,0
26-08-2011,21.1,27.5,23.6,82,8,9,100,3,3,8,0
27-08-2011,21,27.5,23.2,83,8,10,100,4,3,8,0
28-08-2011,21.3,27.5,24.8,83,8,8,110,4,3,8,0
29-08-2011,22.6,29.2,24.8,85,7.7,8,100,2,3,8,0
30-08-2011,22.4,27.6,25.3,86,1.5,7,100,2,3,8,0
31-08-2011,23,29.2,25.4,84,7.8,8,100,3,3,8,0
01-09-2011,23.8,28.2,25.8,86,7.1,9,100,3,3,9,0.3
02-09-2011,23,29,25.5,82,7.7,8,130,4,3,9,0
03-09-2011,23,26.4,25.4,80,6.5,8,100,5,4,9,0.0590909090909091
04-09-2011,23.2,26.6,25.6,80,7.2,9,120,4,4,9,0
05-09-2011,24.2,26.3,25.3,83,7.8,10,110,4,3,9,0.0590909090909091
06-09-2011,24,26.1,25.5,84,7.8,10,120,4,3,9,0.3
07-09-2011,23.5,26.2,25.9,76,8,9,100,3,3,9,0
08-09-2011,22,27.6,24.2,83,8,9,110,3,3,9,0
09-09-2011,22,28.4,25.6,80,7.9,10,110,4,4,9,0.0590909090909091
10-09-2011,24.3,28.6,25.8,81,5.6,10,110,5,4,9,0
11-09-2011,24,28,25.6,86,7.8,9,120,5,3,9,0
12-09-2011,23.6,27.7,25.4,85,3.5,10,100,4,3,9,0
13-09-2011,23.8,28,25.2,84,5,10,100,4,4,9,0.7
14-09-2011,24.1,27.8,24.5,88,0,10,150,4,4,9,0.0590909090909091
15-09-2011,23.2,27.5,24.9,85,4.3,5,110,3,3,9,0.0590909090909091
16-09-2011,23.8,28,25.2,86,8,8,130,4,3,9,0
17-09-2011,23.6,30.4,25.5,84,8,9,130,3,4,9,0
18-09-2011,23.9,28.6,25.3,86,7.7,13,120,4,4,9,0
19-09-2011,23.8,28.2,25.5,84,8,8,100,4,4,9,0
20-09-2011,23.8,28.3,25.7,84,8,8,100,4,4,9,0
21-09-2011,23.9,28.4,25.3,85,7,8,130,4,3,9,0.0590909090909091
22-09-2011,22.4,31.4,24.9,81,8,9,100,3,4,9,0
23-09-2011,21.6,28.3,25,84,8,8,110,3,3,9,0
24-09-2011,22.5,28.8,24.7,81,6.4,7,120,3,4,9,0
25-09-2011,22.9,28.2,26.1,80,8,9,120,4,4,9,0.0590909090909091
26-09-2011,23,30.8,25.9,84,7.2,8,120,3,4,9,0.0590909090909091
27-09-2011,22.4,28.6,25.9,82,8,8,110,2,3,9,0
28-09-2011,21.5,28.7,25.6,76,7.7,8,100,4,3,9,0
29-09-2011,22.6,28.5,25.2,82,8,10,120,3,4,9,0
30-09-2011,23,28.5,25.7,82,8,7,120,4,3,9,0
03-10-2011,23.4,28.4,25.2,83,4.7,9,120,3,3,10,0
04-10-2011,23,28,24.9,81,4.9,8,100,3,3,10,0
05-10-2011,22,28.1,25.2,77,7,11,110,4,4,10,0.6
06-10-2011,23.3,28.5,25.5,82,5.9,10,110,3,4,10,0
07-10-2011,22.8,28.6,25.8,76,3.8,8,130,4,3,10,0
08-10-2011,23.2,29.4,26.1,77,8,8,120,4,4,10,0
09-10-2011,24.2,29.5,25.8,83,2,8,100,3,3,10,0
10-10-2011,24,29,25.9,85,7.2,8,110,3,3,10,0
11-10-2011,24.6,29.4,26.3,84,7.7,8,120,3,4,10,0
12-10-2011,24.2,29.4,26.5,81,7,9,130,3,3,10,0
13-10-2011,24,29.6,26.2,80,7.7,10,120,3,3,10,0
14-10-2011,23.6,29.4,25.9,80,5.9,9,120,3,4,10,0.1
15-10-2011,24,29.5,26.5,81,5,9,120,4,3,10,2.90384615384615
16-10-2011,24.4,31.8,26.7,82,7.3,9,140,3,3,10,2.90384615384615
17-10-2011,25.2,30.6,26.9,86,7,10,120,3,4,10,0
18-10-2011,24.8,29.6,26.8,87,8,8,120,3,4,10,4.6
19-10-2011,25,30.8,27.1,86,7.6,9,110,3,3,10,2.9
20-10-2011,24.8,29.8,26.6,88,4,8,100,2,4,10,5.1
21-10-2011,24.2,30.2,26.8,85,4.4,6,100,3,4,10,1.9
22-10-2011,25.1,30.8,27.6,86,8,7,150,3,4,10,0
23-10-2011,25.4,30.4,27.3,85,5.6,8,130,3,4,10,0
24-10-2011,24.6,30.8,27.4,83,8,8,120,3,4,10,0
25-10-2011,24,31.2,28,82,7.8,8,140,2,3,10,0
26-10-2011,24.7,30.8,26.5,86,6.1,9,160,2,3,10,2.2
27-10-2011,24.1,31.8,27.3,84,7.4,9,130,4,4,10,3.7
28-10-2011,25,30.2,27.2,87,1,5,130,4,4,10,53.2
29-10-2011,25.3,30.6,27.9,82,8,5,110,3,3,10,0
30-10-2011,26.2,30.3,27.6,84,7.2,6,120,4,4,10,2.90384615384615
31-10-2011,26,30.8,28,82,8,9,120,4,4,10,1.2
01-11-2011,24.6,29.8,26.9,87,4.7,,,2,4,11,90.1
02-11-2011,24.2,30,26.7,86,5.4,11,200,2,4,11,25
03-11-2011,25,30.6,27.1,86,2.3,8,120,2,4,11,5.7
04-11-2011,24,28.8,25,92,0,11,90,2,7,11,2.2
05-11-2011,22,29.6,25,87,3.3,10,250,2,7,11,79.3
06-11-2011,22.5,31.2,26,86,1.4,8,190,2,6,11,0.4
07-11-2011,23.6,28.6,25.4,86,0,7,250,2,4,11,7.4
08-11-2011,24,30.4,27,82,6.3,5,120,2,4,11,17.7142857142857
09-11-2011,23.9,30.3,25.1,91,0,8,240,0,4,11,40
10-11-2011,23.4,29.4,26.7,85,0.7,7,70,2,4,11,6.2
11-11-2011,23.4,31,27.2,87,5.1,8,100,2,4,11,3
12-11-2011,25.2,30.6,27.4,87,7.6,6,130,3,4,11,2.5
13-11-2011,24.8,30.6,27.1,86,5.6,7,120,3,3,11,5.4
14-11-2011,24.6,30,27.8,83,8,9,110,3,4,11,4.7
15-11-2011,25.8,30.8,27.8,80,1.9,11,110,2,5,11,0
16-11-2011,25.5,30.8,28.4,75,5.1,9,170,2,4,11,2.2
17-11-2011,25.8,31.2,28.9,76,6.7,8,140,3,3,11,0
18-11-2011,24.4,31,27.2,85,4.7,5,120,0,3,11,50.1
19-11-2011,23.6,31.2,27.1,86,4.9,6,110,2,4,11,11.6
20-11-2011,25,29.6,26.1,92,0.9,4,130,1,4,11,25
21-11-2011,23.9,30.9,26.6,88,4.1,8,130,1,5,11,35.2
22-11-2011,23.8,30.8,27.3,85,5.9,8,200,2,4,11,54.7
23-11-2011,24.1,30.8,28,82,7.3,8,120,2,4,11,12.6
24-11-2011,25.2,31.1,28.4,83,5.9,8,100,3,4,11,8.2
25-11-2011,26,31.6,29,78,7.7,8,140,3,4,11,1
26-11-2011,25.9,31.4,29.9,74,8,9,130,3,4,11,0.3
27-11-2011,25.4,32.2,28.7,81,7.8,8,140,2,3,11,2
28-11-2011,25.6,31.8,28.3,86,5.2,9,110,2,4,11,17.7142857142857
29-11-2011,25.4,32.1,27.6,85,2.9,8,130,0,1,11,9.2
30-11-2011,25.2,31.6,28.1,83,3.4,8,130,1,4,11,12
01-12-2011,25.2,32.4,28.1,84,5.5,10,130,1,4,12,2
02-12-2011,25,32.6,28.4,82,7.7,8,130,2,4,12,4
03-12-2011,25,31.4,25.8,89,0,6,100,0,3,12,2
04-12-2011,24,32,27.5,81,4.2,7,120,1,4,12,8
05-12-2011,24.8,32.2,27.6,84,4.7,8,170,1,5,12,2.1
06-12-2011,23.9,30.6,26.7,83,1.4,12,270,1,7,12,39
07-12-2011,23.7,32.2,28.7,84,7.3,8,200,1,6,12,7.5
08-12-2011,24.7,31.6,27.7,86,6.8,9,120,2,4,12,13.5
09-12-2011,24.8,31.7,28.4,77,5.2,8,120,1,4,12,2.4
10-12-2011,25.8,32.2,29,78,2.7,8,110,2,4,12,11.9518518518519
11-12-2011,24.7,32.2,28.5,86,5,10,130,2,6,12,8.2
12-12-2011,23.6,29.4,25.7,95,0,18,130,1,4,12,27.7
13-12-2011,24,32.6,26.4,84,2.3,7,200,2,5,12,61
14-12-2011,24.4,31,27,82,5.7,8,210,1,5,12,2
15-12-2011,24.8,31.2,27.5,87,4.3,8,240,1,7,12,24.7
16-12-2011,24.8,32.4,28.4,78,4.2,7,220,2,7,12,11.9518518518519
17-12-2011,24.6,32.6,27.6,87,2.3,9,260,2,7,12,2.5
18-12-2011,25,31.8,27.6,86,2.5,11,240,2,7,12,11.9518518518519
19-12-2011,25.4,29.2,26.8,85,0.2,8,130,2,7,12,11.9518518518519
20-12-2011,24.8,29.9,26.9,86,1.2,8,270,1,7,12,10.2
21-12-2011,24,31,26.9,86,2,4,200,1,7,12,14.3
22-12-2011,24.8,32.2,28.6,82,5.9,7,190,2,7,12,4.2
23-12-2011,26,32.4,28.5,82,3.4,8,260,2,7,12,1.2
24-12-2011,25.2,32.6,28.4,88,5.9,8,250,2,6,12,9.7
25-12-2011,25,29.7,25.6,93,0,6,230,0,7,12,15.8
26-12-2011,24.4,32.8,27.3,89,7.7,4,230,2,6,12,29.2
27-12-2011,23.4,33.6,28.1,88,5.9,8,130,2,7,12,2.6
28-12-2011,24.4,32.6,27.4,90,0.2,8,240,2,7,12,23.2
29-12-2011,24.8,31.6,28.6,82,2.7,11,280,3,7,12,0
30-12-2011,25,32.6,28.7,78,4.8,12,270,2,7,12,4.5
31-12-2011,25.6,32,27.9,82,2.6,12,260,3,7,12,1.2
02-01-2012,24.4,32.8,27.9,80,1.8,9,270,2,7,1,11.9
03-01-2012,24.1,30.2,26.8,87,0.3,6,90,1,3,1,64.8
04-01-2012,24.9,32.2,27.8,84,4,11,260,2,7,1,0.6
05-01-2012,24.8,32.4,26.5,86,4.4,6,240,2,6,1,0.7
06-01-2012,24,30.2,26.5,84,0.1,9,260,2,7,1,15.9
07-01-2012,23.6,31.4,26,86,2.1,8,280,1,7,1,8.4
08-01-2012,23.5,30,26,88,0,7,40,0,1,1,8.5
09-01-2012,24,31.6,27.3,83,3,12,260,2,7,1,41.3
10-01-2012,24.6,32.8,27.8,82,2.5,11,260,1,7,1,9.2
11-01-2012,23.3,30.3,27.3,84,0,9,260,0,7,1,8.2
12-01-2012,24.8,31,26.9,81,0,11,260,1,7,1,1.4
13-01-2012,24.6,31.8,26.9,86,2.9,11,260,1,7,1,14.5444444444444
14-01-2012,24.6,32.1,27.4,84,5.5,9,200,2,6,1,4.3
15-01-2012,24.8,32.6,27.8,80,5.5,10,260,2,6,1,0
16-01-2012,24.2,32.2,27.9,80,7.3,9,260,2,7,1,19
17-01-2012,23.9,32,26.5,85,6.1,8,260,2,6,1,23.4
18-01-2012,24.2,31.9,27.6,83,5.1,5,230,1,7,1,63.4
19-01-2012,24.2,30.2,26.5,86,1.5,11,120,1,5,1,21.8
20-01-2012,23.6,31.8,26.5,84,1.6,8,200,2,6,1,21.9
21-01-2012,23.8,32,27.5,80,3.4,11,270,2,7,1,0.6
22-01-2012,24,33,26.7,84,3,16,280,2,7,1,14.5444444444444
23-01-2012,23.8,30.9,26.5,81,2.3,13,270,2,7,1,1
24-01-2012,24.4,33.4,27.8,76,6.6,10,280,1,7,1,14.5444444444444
25-01-2012,23.9,34.4,29,71,6.7,14,280,3,8,1,15.2
26-01-2012,25.2,34.6,27.9,77,6.2,18,280,2,7,1,0
27-01-2012,25.6,33.4,28.9,76,5.8,9,320,2,7,1,32.7
28-01-2012,25.9,33.2,27.6,84,3.5,14,270,2,7,1,0
29-01-2012,24.4,32.2,27,83,3.7,14,280,2,7,1,0
30-01-2012,23.8,33.2,27,82,2.7,18,240,3,6,1,5.8
31-01-2012,23.4,29.6,26.3,83,0,9,280,1,7,1,12.7
01-02-2012,24.4,32.2,27,86,6.9,15,120,1,7,2,9.432
02-02-2012,24.5,29.6,26.7,86,0,14,260,0,1,2,6.8
03-02-2012,24.6,31.4,26.8,80,1.5,11,250,2,7,2,4.8
04-02-2012,23.8,30.4,26.9,80,1.5,14,260,3,7,2,1.6
05-02-2012,23.4,31.8,27.2,78,7.4,8,280,2,7,2,5.5
06-02-2012,24,31.7,27.9,77,7.4,16,240,2,7,2,2.2
07-02-2012,25.1,32.2,28.5,77,8,9,210,1,6,2,0
08-02-2012,25,32.2,28.3,78,7.2,11,170,2,8,2,9.432
09-02-2012,24.5,31.2,27.3,83,5.9,8,200,2,7,2,6.5
10-02-2012,24,31.4,27.4,81,6.5,18,200,2,8,2,12
11-02-2012,24,33,28.2,71,7.6,7,300,2,7,2,0.8
12-02-2012,25.2,31.9,27.8,80,3,8,230,1,6,2,0
13-02-2012,24.6,31.2,27.8,81,8,8,170,1,5,2,6.2
14-02-2012,25.2,31.5,28.1,78,8,11,140,2,4,2,11
15-02-2012,25.8,33.4,28.1,79,6.7,13,130,1,4,2,0
16-02-2012,23.3,33.2,26,85,3.6,6,110,2,4,2,103.4
17-02-2012,23.4,31.7,27.5,79,6.5,4,160,2,4,2,0.6
18-02-2012,24.4,32,27.3,79,7.4,5,150,2,5,2,15.4
19-02-2012,23.8,31.8,26.6,84,2.9,2,295,2,8,2,23.6
20-02-2012,24.2,31.8,26.1,84,3.8,2,100,1,7,2,8
21-02-2012,23.5,31.6,26.8,83,4.9,5,140,2,3,2,23.2
22-02-2012,23,30.1,26.9,81,3,4,110,1,7,2,1.2
23-02-2012,22.9,32.4,28,80,5.8,3,180,1,4,2,9.432
24-02-2012,22.9,32.4,28.6,80,8,3,130,2,8,2,1
25-02-2012,25.4,32.4,28,83,4.6,2,290,2,8,2,0
26-02-2012,25.8,32.4,28.2,81,7.1,7,120,2,8,2,9.432
27-02-2012,25.6,30,27.4,84,0.1,3,290,1,6,2,0
28-02-2012,24.7,32.4,27.8,80,5.3,3,150,2,7,2,2
29-02-2012,24.6,34.4,28.6,77,6.8,7,350,2,8,2,0
01-03-2012,24.8,33.8,28.6,75,7.5,10,320,3,8,3,9.29629629629629
02-03-2012,24.8,32.5,27.6,81,6,9,210,2,7,3,0
03-03-2012,24.9,31.6,26.7,83,3.4,11,250,2,7,3,8.4
04-03-2012,24.5,32.8,27.3,82,4.7,12,200,2,8,3,9.29629629629629
05-03-2012,24.4,31.6,26.7,85,1.8,10,220,2,1,3,2
06-03-2012,24,32.8,27.8,80,1.1,6,250,2,7,3,50.7
07-03-2012,24.3,32.2,27.6,80,5.9,14,260,3,7,3,0
08-03-2012,24,31.4,27,79,2.2,19,250,4,8,3,44
09-03-2012,23.8,31.7,26.9,82,1.7,13,260,2,7,3,3.6
10-03-2012,24.4,32.2,26.9,83,0.7,14,230,1,8,3,2.9
11-03-2012,24.8,32.2,27.9,80,3.9,6,240,2,6,3,53.3
