Tanggal,Tn,Tx,Tavg,ss,ddd_x,ff_avg,N,NE,E,SE,S,SW,W,NW,C,Jan,Feb,Mar,Apr,Mei,Jun,Jul,Ags,Sep,Okt,Nov,Des,RH_avg_5day,RH1,RH2,RH3,RH_avg,ff_x,ff_x1,ff_x2,ff_x3,RR_avg5_day,RR1,RR2,RR3,RR
30-01-2012,23.8,33.2,27,2.7,240,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78.2,76,84,83,82,18,9,14,14,9.58,32.7,0,0,5.8
31-01-2012,23.4,29.6,26.3,0,280,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.4,84,83,82,83,9,14,14,18,7.7,0,0,5.8,12.7
01-02-2012,24.4,32.2,27,6.9,120,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.6,83,82,83,86,15,14,18,9,10.24,0,5.8,12.7,9.432
02-02-2012,24.5,29.6,26.7,0,260,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83.6,82,83,86,86,14,18,9,15,5.5864,5.8,12.7,9.432,6.8
03-02-2012,24.6,31.4,26.8,1.5,250,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,83,86,86,80,11,9,15,14,6.9464,12.7,9.432,6.8,4.8
04-02-2012,23.8,30.4,26.9,1.5,260,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83.4,86,86,80,80,14,15,14,11,7.9064,9.432,6.8,4.8,1.6
05-02-2012,23.4,31.8,27.2,7.4,280,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83,86,80,80,78,8,14,11,14,7.0664,6.8,4.8,1.6,5.5
06-02-2012,24,31.7,27.9,7.4,240,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82,80,80,78,77,16,11,14,8,5.6264,4.8,1.6,5.5,2.2
07-02-2012,25.1,32.2,28.5,8,210,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80.2,80,78,77,77,9,14,8,16,4.18,1.6,5.5,2.2,0
08-02-2012,25,32.2,28.3,7.2,170,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,78.4,78,77,77,78,11,8,16,9,2.82,5.5,2.2,0,9.432
09-02-2012,24.5,31.2,27.3,5.9,200,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,77,77,78,83,8,16,9,11,3.7464,2.2,0,9.432,6.5
10-02-2012,24,31.4,27.4,6.5,200,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,78.6,77,78,83,81,18,9,11,8,4.7264,0,9.432,6.5,12
11-02-2012,24,33,28.2,7.6,300,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79.2,78,83,81,71,7,11,8,18,6.0264,9.432,6.5,12,0.8
12-02-2012,25.2,31.9,27.8,3,230,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,83,81,71,80,8,8,18,7,5.7464,6.5,12,0.8,0
13-02-2012,24.6,31.2,27.8,8,170,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.6,81,71,80,81,8,18,7,8,5.7464,12,0.8,0,6.2
14-02-2012,25.2,31.5,28.1,8,140,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79.2,71,80,81,78,11,7,8,8,5.1,0.8,0,6.2,11
15-02-2012,25.8,33.4,28.1,6.7,130,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.2,80,81,78,79,13,8,8,11,6,0,6.2,11,0
16-02-2012,23.3,33.2,26,3.6,110,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77.8,81,78,79,85,6,8,11,13,3.6,6.2,11,0,103.4
17-02-2012,23.4,31.7,27.5,6.5,160,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80.6,78,79,85,79,4,11,13,6,24.12,11,0,103.4,0.6
18-02-2012,24.4,32,27.3,7.4,150,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80.4,79,85,79,79,5,13,6,4,24.24,0,103.4,0.6,15.4
19-02-2012,23.8,31.8,26.6,2.9,295,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,80,85,79,79,84,2,6,4,5,26.08,103.4,0.6,15.4,23.6
20-02-2012,24.2,31.8,26.1,3.8,100,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.2,79,79,84,84,2,4,5,2,28.6,0.6,15.4,23.6,8
21-02-2012,23.5,31.6,26.8,4.9,140,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82.2,79,84,84,83,5,5,2,2,30.2,15.4,23.6,8,23.2
22-02-2012,23,30.1,26.9,3,110,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.8,84,84,83,81,4,2,2,5,14.16,23.6,8,23.2,1.2
23-02-2012,22.9,32.4,28,5.8,180,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82.2,84,83,81,80,3,2,5,4,14.28,8,23.2,1.2,9.432
24-02-2012,22.9,32.4,28.6,8,130,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,82.4,83,81,80,80,3,5,4,3,13.0864,23.2,1.2,9.432,1
25-02-2012,25.4,32.4,28,4.6,290,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,81.6,81,80,80,83,2,4,3,3,8.5664,1.2,9.432,1,0
26-02-2012,25.8,32.4,28.2,7.1,120,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,81.4,80,80,83,81,7,3,3,2,6.9664,9.432,1,0,9.432
27-02-2012,25.6,30,27.4,0.1,290,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81,80,83,81,84,3,3,2,7,4.2128,1,0,9.432,0
28-02-2012,24.7,32.4,27.8,5.3,150,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.6,83,81,84,80,3,2,7,3,3.9728,0,9.432,0,2
29-02-2012,24.6,34.4,28.6,6.8,350,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,81.6,81,84,80,77,7,7,3,3,2.4864,9.432,0,2,0
01-03-2012,24.8,33.8,28.6,7.5,320,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,81,84,80,77,75,10,3,3,7,2.2864,0,2,0,9.29629629629629
02-03-2012,24.8,32.5,27.6,6,210,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.4,80,77,75,81,9,3,7,10,4.14565925925926,2,0,9.29629629629629,0
03-03-2012,24.9,31.6,26.7,3.4,250,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.4,77,75,81,83,11,7,10,9,2.25925925925926,0,9.29629629629629,0,8.4
04-03-2012,24.5,32.8,27.3,4.7,200,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,79.2,75,81,83,82,12,10,9,11,3.93925925925926,9.29629629629629,0,8.4,9.29629629629629
05-03-2012,24.4,31.6,26.7,1.8,220,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.6,81,83,82,85,10,9,11,12,5.39851851851852,0,8.4,9.29629629629629,2
06-03-2012,24,32.8,27.8,1.1,250,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.2,83,82,85,80,6,11,12,10,5.79851851851852,8.4,9.29629629629629,2,50.7
07-03-2012,24.3,32.2,27.6,5.9,260,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.2,82,85,80,80,14,12,10,6,14.0792592592593,9.29629629629629,2,50.7,0
08-03-2012,24,31.4,27,2.2,250,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,82,85,80,80,79,19,10,6,14,14.0792592592593,2,50.7,0,44
09-03-2012,23.8,31.7,26.9,1.7,260,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.2,80,80,79,82,13,6,14,19,21.1992592592593,50.7,0,44,3.6
10-03-2012,24.4,32.2,26.9,0.7,230,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,81.2,80,79,82,83,14,14,19,13,20.06,0,44,3.6,2.9
11-03-2012,24.8,32.2,27.9,3.9,240,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.8,79,82,83,80,6,19,13,14,20.24,44,3.6,2.9,53.3
12-03-2012,25.6,34.2,28.1,5.4,240,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,80.8,82,83,80,80,7,13,14,6,20.76,3.6,2.9,53.3,0
13-03-2012,25.4,31.7,27.6,1,240,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.8,83,80,80,83,8,14,6,7,20.76,2.9,53.3,0,13.6
14-03-2012,25.6,33,28.4,1.7,320,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.6,80,80,83,77,8,6,7,8,14.68,53.3,0,13.6,2.2
15-03-2012,25.3,35.3,29,4.7,310,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.6,80,83,77,68,10,7,8,8,14.4,0,13.6,2.2,0
16-03-2012,25.1,32.8,28.2,2,220,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77.6,83,77,68,75,11,8,8,10,13.82,13.6,2.2,0,0.1
17-03-2012,25.2,30.1,27.6,0,240,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.6,77,68,75,78,6,8,10,11,3.18,2.2,0,0.1,0.4
18-03-2012,24.8,32.7,27.8,4.3,250,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.2,68,75,78,80,8,10,11,6,3.26,0,0.1,0.4,6.4
19-03-2012,24.2,32.2,27.5,1.5,290,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.6,75,78,80,78,9,11,6,8,1.82,0.1,0.4,6.4,7
20-03-2012,25.2,27.8,26.3,0,360,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.8,78,80,78,83,12,6,8,9,2.78,0.4,6.4,7,0.5
21-03-2012,24.2,31.4,27,4.1,320,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.8,80,78,83,82,9,8,9,12,2.88,6.4,7,0.5,1.9
22-03-2012,24,31.8,27.4,6.7,330,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,80.2,78,83,82,82,10,9,12,9,3.24,7,0.5,1.9,26.2
23-03-2012,24.2,31.9,27.5,8,330,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81,83,82,82,82,8,12,9,10,8.4,0.5,1.9,26.2,9.29629629629629
24-03-2012,24,31.8,28,8,320,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.4,82,82,82,82,6,9,10,8,8.97925925925926,1.9,26.2,9.29629629629629,2.6
25-03-2012,24.7,32.6,27.5,7,350,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.2,82,82,82,82,6,10,8,6,8.09925925925926,26.2,9.29629629629629,2.6,17.2
26-03-2012,24.8,31.4,27.5,3.4,340,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,82,82,82,84,8,8,6,6,11.4392592592593,9.29629629629629,2.6,17.2,6.4
27-03-2012,23.8,33.2,27.5,8,340,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.4,82,82,84,82,7,6,6,8,12.3392592592593,2.6,17.2,6.4,1.6
28-03-2012,24.5,31.2,27.9,7.7,330,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.4,82,84,82,78,8,6,8,7,7.41925925925926,17.2,6.4,1.6,0
29-03-2012,25.6,31.1,28,8,330,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.6,84,82,78,79,7,8,7,8,5.56,6.4,1.6,0,0
30-03-2012,24,31.8,27.6,7.7,340,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81,82,78,79,76,6,7,8,7,5.04,1.6,0,0,0
31-03-2012,24,31.8,28,7.1,330,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.8,78,79,76,80,7,8,7,6,1.6,0,0,0,9.29629629629629
02-04-2012,24,31.8,27.8,7.7,340,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,79,76,80,82,9,7,6,7,2.17925925925926,0,0,9.29629629629629,4.8
03-04-2012,24.6,31.5,27.5,6.3,360,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,76,80,82,80,8,6,7,9,2.81925925925926,0,9.29629629629629,4.8,24.2
04-04-2012,24.4,31.2,27.7,3.7,360,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.4,80,82,80,79,8,7,9,8,7.65925925925926,9.29629629629629,4.8,24.2,15.3346153846154
05-04-2012,23.8,31.2,26.1,4.2,360,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.4,82,80,79,88,8,9,8,8,10.7261823361823,4.8,24.2,15.3346153846154,17.6
06-04-2012,23.5,32.2,26.6,5.3,360,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.8,80,79,88,84,11,8,8,8,14.2461823361823,24.2,15.3346153846154,17.6,15.2
07-04-2012,23.8,31.3,26.7,7.5,360,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,82.6,79,88,84,85,8,8,8,11,15.4269230769231,15.3346153846154,17.6,15.2,34
08-04-2012,23.6,31.2,27.1,7.1,360,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.2,88,84,85,82,7,8,11,8,21.2669230769231,17.6,15.2,34,30.3
09-04-2012,24.5,32.2,27.9,6.3,360,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.6,84,85,82,82,8,11,8,7,22.4869230769231,15.2,34,30.3,3.5
10-04-2012,24.1,31.4,27.1,6.6,360,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,84.2,85,82,82,86,6,8,7,8,20.12,34,30.3,3.5,83.3
11-04-2012,24.4,31.2,27.4,6.8,125,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.8,82,82,86,82,8,7,8,6,33.26,30.3,3.5,83.3,0
12-04-2012,24,31,27.1,8,155,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.4,82,86,82,86,9,8,6,8,30.22,3.5,83.3,0,40.8
13-04-2012,24,31.1,27.7,6.9,110,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.6,86,82,86,84,10,6,8,9,31.58,83.3,0,40.8,2.8
14-04-2012,24.6,31.2,27.3,6,115,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84,82,86,84,85,8,8,9,10,26.08,0,40.8,2.8,49.9
15-04-2012,24.8,31,27.3,1.3,155,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,84.6,86,84,85,85,5,9,10,8,35.36,40.8,2.8,49.9,22
16-04-2012,25,31.6,27.7,7.1,140,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84.4,84,85,85,84,6,10,8,5,23.1,2.8,49.9,22,15.3346153846154
17-04-2012,25,32.4,27.8,4.5,120,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84.8,85,85,84,84,7,8,5,6,26.1669230769231,49.9,22,15.3346153846154,5.2
18-04-2012,25.3,31.3,27.9,6.2,95,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84.4,85,84,84,84,9,5,6,7,19.0469230769231,22,15.3346153846154,5.2,1.9
19-04-2012,25.4,31.2,28.4,8,155,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84.4,84,84,84,80,8,6,7,9,18.8669230769231,15.3346153846154,5.2,1.9,2.8
20-04-2012,26,31.6,28.6,6.6,110,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.4,84,84,80,77,8,7,9,8,9.44692307692308,5.2,1.9,2.8,6.5
21-04-2012,24.6,30.8,27.5,8,110,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.8,84,80,77,81,6,9,8,8,6.34692307692308,1.9,2.8,6.5,0.9
22-04-2012,25.2,31.2,27.6,8,110,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.2,80,77,81,79,6,8,8,6,3.46,2.8,6.5,0.9,1.8
23-04-2012,24.2,31.4,27.4,8,130,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.2,77,81,79,81,8,8,6,6,2.78,6.5,0.9,1.8,15.3346153846154
24-04-2012,25.2,31.2,28.3,8,120,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.6,81,79,81,81,6,6,6,8,5.46692307692308,0.9,1.8,15.3346153846154,0
25-04-2012,25,31.6,28,8,110,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.8,79,81,81,83,7,6,8,6,4.90692307692308,1.8,15.3346153846154,0,0
26-04-2012,25.7,30.8,28.5,6.2,140,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81,81,81,83,79,8,8,6,7,3.60692307692308,15.3346153846154,0,0,2
27-04-2012,25.6,31.6,28.1,7.1,150,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.6,81,83,79,76,6,6,7,8,3.82692307692308,0,0,2,0.7
28-04-2012,23.8,31.3,27.4,8,120,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,83,79,76,78,6,7,8,6,3.60692307692308,0,2,0.7,0
29-04-2012,24.9,31.2,27.8,6.9,280,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.4,79,76,78,82,8,8,6,6,0.54,2,0.7,0,0
30-04-2012,24.6,30.4,27.2,2.1,330,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.6,76,78,82,82,8,6,6,8,0.54,0.7,0,0,48.5
01-05-2012,23.7,31.2,27.1,8,290,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79.4,78,82,82,83,3,6,8,8,10.24,0,0,48.5,19.3
02-05-2012,24.8,31.7,28.7,7.9,140,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80.2,82,82,83,83,8,8,8,3,13.7,0,48.5,19.3,0
03-05-2012,26,31.2,28.2,8,130,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81.6,82,83,83,73,6,8,3,8,13.56,48.5,19.3,0,8.09
04-05-2012,24.4,31.2,28.1,7.6,120,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80.6,83,83,73,76,6,3,8,6,15.178,19.3,0,8.09,0
05-05-2012,24,32.2,28,7.9,110,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79.4,83,73,76,81,9,8,6,6,15.178,0,8.09,0,1.5
06-05-2012,24.2,31.2,26.4,3.3,110,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79.2,73,76,81,87,4,6,6,9,5.778,8.09,0,1.5,87.4
07-05-2012,24.2,30.9,26.8,3.3,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80,76,81,87,86,8,6,9,4,19.398,0,1.5,87.4,1
08-05-2012,23.8,30.9,27.6,7.8,130,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80.6,81,87,86,82,7,9,4,8,19.598,1.5,87.4,1,3.7
09-05-2012,25.4,31.2,28.3,8,100,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82.4,87,86,82,78,8,4,8,7,18.72,87.4,1,3.7,0
10-05-2012,24.8,31.2,28,8,130,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82.8,86,82,78,76,7,8,7,8,18.72,1,3.7,0,0
11-05-2012,23.6,30.4,26.8,8,160,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81.8,82,78,76,83,6,7,8,7,18.42,3.7,0,0,0
12-05-2012,23.8,30.8,27,7.8,50,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81,78,76,83,81,8,8,7,6,0.94,0,0,0,0
13-05-2012,24.8,28.6,25.8,0,150,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80,76,83,81,93,10,7,6,8,0.74,0,0,0,3.8
14-05-2012,24.4,30.8,26.8,6,190,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82.2,83,81,93,87,7,6,8,10,0.76,0,0,3.8,52.2
15-05-2012,23.8,30.8,27.3,7.5,140,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84,81,93,87,86,6,8,10,7,11.2,0,3.8,52.2,9
16-05-2012,24.6,32.4,28.2,6.7,90,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86,93,87,86,83,5,10,7,6,13,3.8,52.2,9,23.2
17-05-2012,25.1,32.1,28.3,7.8,120,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,86,87,86,83,83,6,7,6,5,17.64,52.2,9,23.2,0.4
18-05-2012,24.4,31.4,28.4,6.3,120,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86.4,86,83,83,83,6,6,5,6,17.72,9,23.2,0.4,3
19-05-2012,25,32,28,8,110,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84.4,83,83,83,82,11,5,6,6,17.56,23.2,0.4,3,0
20-05-2012,24.8,30.6,28.3,2.9,130,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83.4,83,83,82,82,10,6,6,11,7.12,0.4,3,0,34.8
21-05-2012,26.6,30.8,27.8,7.9,130,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82.6,83,82,82,79,9,6,11,10,12.28,3,0,34.8,3.4
22-05-2012,24.5,31,27.2,8,130,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81.8,82,82,79,77,9,11,10,9,8.32,0,34.8,3.4,0
23-05-2012,24.6,30.1,26.8,7.2,100,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80.6,82,79,77,80,11,10,9,9,8.24,34.8,3.4,0,0
24-05-2012,24.6,30.2,27.7,8,110,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,79,77,80,76,11,9,9,11,7.64,3.4,0,0,0
25-05-2012,24,30.4,26.8,8,130,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78.8,77,80,76,79,10,9,11,11,7.64,0,0,0,0
26-05-2012,23.8,30.1,26.4,8,90,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78.2,80,76,79,81,7,11,11,10,0.68,0,0,0,0
27-05-2012,24,30,26.6,7.8,110,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78.6,76,79,81,86,9,11,10,7,0,0,0,0,0
28-05-2012,24.8,29.6,26.9,5.1,110,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80.4,79,81,86,82,10,10,7,9,0,0,0,0,0
29-05-2012,25.6,30,27.3,8,130,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80.8,81,86,82,79,9,7,9,10,0,0,0,0,0
30-05-2012,24.5,30,26.7,8,120,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81.4,86,82,79,82,6,9,10,9,0,0,0,0,0
31-05-2012,24.7,29.6,26.7,5.1,120,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,82,79,82,83,8,10,9,6,0,0,0,0,0
01-06-2012,25.4,30.2,27.4,2.1,130,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.4,79,82,83,81,8,9,6,8,0,0,0,0,0
02-06-2012,24,29.8,26.2,6.8,120,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.4,82,83,81,81,8,6,8,8,0,0,0,0,0
03-06-2012,24.2,29.6,26.4,8,105,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.2,83,81,81,80,8,8,8,8,0,0,0,0,0
04-06-2012,24.8,29.2,26.3,2.2,130,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.4,81,81,80,84,8,8,8,8,0,0,0,0,0
05-06-2012,23,28.6,25.8,2.7,110,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.8,81,80,84,83,6,8,8,8,0,0,0,0,0
06-06-2012,24,29.9,26.7,0.8,210,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.8,80,84,83,84,8,8,8,6,0,0,0,0,0
07-06-2012,23.5,31,26.4,4.4,130,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.4,84,83,84,88,4,8,6,8,0,0,0,0,6.6
08-06-2012,23.6,31.6,27.5,0.6,120,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83.8,83,84,88,87,6,6,8,4,1.32,0,0,6.6,0
09-06-2012,25,30.8,27.9,7.8,120,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85.2,84,88,87,86,6,8,4,6,1.32,0,6.6,0,0
